"municipality","votes","parties","file","district"
"札幌市東区",1442,"社会民主党","000520875.xls","北海道"
"札幌市東区",122728,"得票数計","000520875.xls","北海道"
"札幌市白石区",12093,"公明党","000520875.xls","北海道"
"札幌市白石区",6976,"新党大地","000520875.xls","北海道"
"札幌市白石区",9573,"日本共産党","000520875.xls","北海道"
"札幌市白石区",25908,"自由民主党","000520875.xls","北海道"
"札幌市白石区",11449,"希望の党","000520875.xls","北海道"
"札幌市白石区",3410,"日本維新の会","000520875.xls","北海道"
"札幌市白石区",25120,"立憲民主党","000520875.xls","北海道"
"札幌市白石区",431,"幸福実現党","000520875.xls","北海道"
"札幌市白石区",1342,"社会民主党","000520875.xls","北海道"
"札幌市白石区",96302,"得票数計","000520875.xls","北海道"
"札幌市厚別区",7002,"公明党","000520875.xls","北海道"
"札幌市厚別区",4314,"新党大地","000520875.xls","北海道"
"札幌市厚別区",6342,"日本共産党","000520875.xls","北海道"
"札幌市厚別区",18778,"自由民主党","000520875.xls","北海道"
"札幌市厚別区",8216,"希望の党","000520875.xls","北海道"
"札幌市厚別区",2134,"日本維新の会","000520875.xls","北海道"
"札幌市厚別区",22444,"立憲民主党","000520875.xls","北海道"
"札幌市厚別区",328,"幸福実現党","000520875.xls","北海道"
"札幌市厚別区",883,"社会民主党","000520875.xls","北海道"
"札幌市厚別区",70441,"得票数計","000520875.xls","北海道"
"札幌市豊平区",11006,"公明党","000520875.xls","北海道"
"札幌市豊平区",7638,"新党大地","000520875.xls","北海道"
"札幌市豊平区",8778,"日本共産党","000520875.xls","北海道"
"札幌市豊平区",31952,"自由民主党","000520875.xls","北海道"
"札幌市豊平区",12914,"希望の党","000520875.xls","北海道"
"札幌市豊平区",4010,"日本維新の会","000520875.xls","北海道"
"札幌市豊平区",30263,"立憲民主党","000520875.xls","北海道"
"札幌市豊平区",488,"幸福実現党","000520875.xls","北海道"
"札幌市豊平区",1461,"社会民主党","000520875.xls","北海道"
"札幌市豊平区",108510,"得票数計","000520875.xls","北海道"
"札幌市清田区",6777,"公明党","000520875.xls","北海道"
"札幌市清田区",4018,"新党大地","000520875.xls","北海道"
"札幌市清田区",4615,"日本共産党","000520875.xls","北海道"
"札幌市清田区",15988,"自由民主党","000520875.xls","北海道"
"札幌市清田区",7543,"希望の党","000520875.xls","北海道"
"札幌市清田区",1888,"日本維新の会","000520875.xls","北海道"
"札幌市清田区",17415,"立憲民主党","000520875.xls","北海道"
"札幌市清田区",257,"幸福実現党","000520875.xls","北海道"
"札幌市清田区",728,"社会民主党","000520875.xls","北海道"
"札幌市清田区",59229,"得票数計","000520875.xls","北海道"
"札幌市南区",7380,"公明党","000520875.xls","北海道"
"札幌市南区",4788,"新党大地","000520875.xls","北海道"
"札幌市南区",6261,"日本共産党","000520875.xls","北海道"
"札幌市南区",23250,"自由民主党","000520875.xls","北海道"
"札幌市南区",8773,"希望の党","000520875.xls","北海道"
"札幌市南区",2355,"日本維新の会","000520875.xls","北海道"
"札幌市南区",21634,"立憲民主党","000520875.xls","北海道"
"札幌市南区",382,"幸福実現党","000520875.xls","北海道"
"札幌市南区",1064,"社会民主党","000520875.xls","北海道"
"札幌市南区",75887,"得票数計","000520875.xls","北海道"
"札幌市西区（1区）",6335,"公明党","000520875.xls","北海道"
"札幌市西区（1区）",4489,"新党大地","000520875.xls","北海道"
"札幌市西区（1区）",6027,"日本共産党","000520875.xls","北海道"
"札幌市西区（1区）",19473,"自由民主党","000520875.xls","北海道"
"札幌市西区（1区）",8267,"希望の党","000520875.xls","北海道"
"札幌市西区（1区）",2446,"日本維新の会","000520875.xls","北海道"
"札幌市西区（1区）",20963,"立憲民主党","000520875.xls","北海道"
"札幌市西区（1区）",340,"幸福実現党","000520875.xls","北海道"
"札幌市西区（1区）",848,"社会民主党","000520875.xls","北海道"
"札幌市西区（1区）",69188,"得票数計","000520875.xls","北海道"
"札幌市西区（4区）",4127,"公明党","000520875.xls","北海道"
"札幌市西区（4区）",2961,"新党大地","000520875.xls","北海道"
"札幌市西区（4区）",3310,"日本共産党","000520875.xls","北海道"
"札幌市西区（4区）",11265,"自由民主党","000520875.xls","北海道"
"札幌市西区（4区）",5271,"希望の党","000520875.xls","北海道"
"札幌市西区（4区）",1317,"日本維新の会","000520875.xls","北海道"
"札幌市西区（4区）",11939,"立憲民主党","000520875.xls","北海道"
"札幌市西区（4区）",164,"幸福実現党","000520875.xls","北海道"
"札幌市西区（4区）",498,"社会民主党","000520875.xls","北海道"
"札幌市西区（4区）",40852,"得票数計","000520875.xls","北海道"
"札幌市手稲区",8264,"公明党","000520875.xls","北海道"
"札幌市手稲区",4782,"新党大地","000520875.xls","北海道"
"札幌市手稲区",6159,"日本共産党","000520875.xls","北海道"
"札幌市手稲区",18910,"自由民主党","000520875.xls","北海道"
"札幌市手稲区",9764,"希望の党","000520875.xls","北海道"
"札幌市手稲区",2142,"日本維新の会","000520875.xls","北海道"
"札幌市手稲区",22493,"立憲民主党","000520875.xls","北海道"
"札幌市手稲区",280,"幸福実現党","000520875.xls","北海道"
"札幌市手稲区",822,"社会民主党","000520875.xls","北海道"
"札幌市手稲区",73616,"得票数計","000520875.xls","北海道"
"函館市",14395,"公明党","000520875.xls","北海道"
"函館市",6881,"新党大地","000520875.xls","北海道"
"函館市",12418,"日本共産党","000520875.xls","北海道"
"函館市",38814,"自由民主党","000520875.xls","北海道"
"函館市",14989,"希望の党","000520875.xls","北海道"
"函館市",3370,"日本維新の会","000520875.xls","北海道"
"函館市",36415,"立憲民主党","000520875.xls","北海道"
"函館市",615,"幸福実現党","000520875.xls","北海道"
"函館市",2090,"社会民主党","000520875.xls","北海道"
"函館市",129987,"得票数計","000520875.xls","北海道"
"小樽市",8036,"公明党","000520875.xls","北海道"
"小樽市",2755,"新党大地","000520875.xls","北海道"
"小樽市",8061,"日本共産党","000520875.xls","北海道"
"小樽市",15541,"自由民主党","000520875.xls","北海道"
"小樽市",7313,"希望の党","000520875.xls","北海道"
"小樽市",1316,"日本維新の会","000520875.xls","北海道"
"小樽市",16939,"立憲民主党","000520875.xls","北海道"
"小樽市",306,"幸福実現党","000520875.xls","北海道"
"小樽市",711,"社会民主党","000520875.xls","北海道"
"小樽市",60978,"得票数計","000520875.xls","北海道"
"旭川市",17208,"公明党","000520875.xls","北海道"
"旭川市",10248,"新党大地","000520875.xls","北海道"
"旭川市",14216,"日本共産党","000520875.xls","北海道"
"旭川市",44540,"自由民主党","000520875.xls","北海道"
"旭川市",19896,"希望の党","000520875.xls","北海道"
"旭川市",4305,"日本維新の会","000520875.xls","北海道"
"旭川市",47050,"立憲民主党","000520875.xls","北海道"
"旭川市",895,"幸福実現党","000520875.xls","北海道"
"旭川市",2817,"社会民主党","000520875.xls","北海道"
"旭川市",161175,"得票数計","000520875.xls","北海道"
"室蘭市",4960,"公明党","000520875.xls","北海道"
"室蘭市",2398,"新党大地","000520875.xls","北海道"
"室蘭市",3676,"日本共産党","000520875.xls","北海道"
"室蘭市",10786,"自由民主党","000520875.xls","北海道"
"室蘭市",8160,"希望の党","000520875.xls","北海道"
"室蘭市",1044,"日本維新の会","000520875.xls","北海道"
"室蘭市",11566,"立憲民主党","000520875.xls","北海道"
"室蘭市",217,"幸福実現党","000520875.xls","北海道"
"室蘭市",850,"社会民主党","000520875.xls","北海道"
"室蘭市",43657,"得票数計","000520875.xls","北海道"
"釧路市",11013,"公明党","000520875.xls","北海道"
"釧路市",12904,"新党大地","000520875.xls","北海道"
"釧路市",7800,"日本共産党","000520875.xls","北海道"
"釧路市",18714,"自由民主党","000520875.xls","北海道"
"釧路市",7728,"希望の党","000520875.xls","北海道"
"釧路市",1581,"日本維新の会","000520875.xls","北海道"
"釧路市",17357,"立憲民主党","000520875.xls","北海道"
"釧路市",346,"幸福実現党","000520875.xls","北海道"
"釧路市",976,"社会民主党","000520875.xls","北海道"
"釧路市",78419,"得票数計","000520875.xls","北海道"
"帯広市",8167,"公明党","000520875.xls","北海道"
"帯広市",10643,"新党大地","000520875.xls","北海道"
"帯広市",6626,"日本共産党","000520875.xls","北海道"
"帯広市",24742,"自由民主党","000520875.xls","北海道"
"帯広市",8109,"希望の党","000520875.xls","北海道"
"帯広市",1937,"日本維新の会","000520875.xls","北海道"
"帯広市",21409,"立憲民主党","000520875.xls","北海道"
"帯広市",414,"幸福実現党","000520875.xls","北海道"
"帯広市",1036,"社会民主党","000520875.xls","北海道"
"帯広市",83083,"得票数計","000520875.xls","北海道"
"北見市",5395,"公明党","000520875.xls","北海道"
"北見市",7093,"新党大地","000520875.xls","北海道"
"北見市",4252,"日本共産党","000520875.xls","北海道"
"北見市",16086,"自由民主党","000520875.xls","北海道"
"北見市",8701,"希望の党","000520875.xls","北海道"
"北見市",1248,"日本維新の会","000520875.xls","北海道"
"北見市",12412,"立憲民主党","000520875.xls","北海道"
"北見市",255,"幸福実現党","000520875.xls","北海道"
"北見市",731,"社会民主党","000520875.xls","北海道"
"北見市",56173,"得票数計","000520875.xls","北海道"
"夕張市",1042,"公明党","000520875.xls","北海道"
"夕張市",301,"新党大地","000520875.xls","北海道"
"夕張市",471,"日本共産党","000520875.xls","北海道"
"夕張市",1039,"自由民主党","000520875.xls","北海道"
"夕張市",483,"希望の党","000520875.xls","北海道"
"夕張市",72,"日本維新の会","000520875.xls","北海道"
"夕張市",1542,"立憲民主党","000520875.xls","北海道"
"夕張市",36,"幸福実現党","000520875.xls","北海道"
"夕張市",105,"社会民主党","000520875.xls","北海道"
"夕張市",5091,"得票数計","000520875.xls","北海道"
"岩見沢市",5000,"公明党","000520875.xls","北海道"
"岩見沢市",3077,"新党大地","000520875.xls","北海道"
"岩見沢市",3597,"日本共産党","000520875.xls","北海道"
"岩見沢市",11827,"自由民主党","000520875.xls","北海道"
"岩見沢市",4737,"希望の党","000520875.xls","北海道"
"岩見沢市",966,"日本維新の会","000520875.xls","北海道"
"岩見沢市",13375,"立憲民主党","000520875.xls","北海道"
"岩見沢市",288,"幸福実現党","000520875.xls","北海道"
"岩見沢市",650,"社会民主党","000520875.xls","北海道"
"岩見沢市",43517,"得票数計","000520875.xls","北海道"
"網走市",2090,"公明党","000520875.xls","北海道"
"網走市",2282,"新党大地","000520875.xls","北海道"
"網走市",1600,"日本共産党","000520875.xls","北海道"
"網走市",5397,"自由民主党","000520875.xls","北海道"
"網走市",2377,"希望の党","000520875.xls","北海道"
"網走市",371,"日本維新の会","000520875.xls","北海道"
"網走市",3587,"立憲民主党","000520875.xls","北海道"
"網走市",73,"幸福実現党","000520875.xls","北海道"
"網走市",232,"社会民主党","000520875.xls","北海道"
"網走市",18009,"得票数計","000520875.xls","北海道"
"留萌市",1521,"公明党","000520875.xls","北海道"
"留萌市",1981,"新党大地","000520875.xls","北海道"
"留萌市",527,"日本共産党","000520875.xls","北海道"
"留萌市",3282,"自由民主党","000520875.xls","北海道"
"留萌市",1155,"希望の党","000520875.xls","北海道"
"留萌市",212,"日本維新の会","000520875.xls","北海道"
"留萌市",2971,"立憲民主党","000520875.xls","北海道"
"留萌市",60,"幸福実現党","000520875.xls","北海道"
"留萌市",152,"社会民主党","000520875.xls","北海道"
"留萌市",11861,"得票数計","000520875.xls","北海道"
"苫小牧市",10756,"公明党","000520875.xls","北海道"
"苫小牧市",6218,"新党大地","000520875.xls","北海道"
"苫小牧市",8181,"日本共産党","000520875.xls","北海道"
"苫小牧市",19537,"自由民主党","000520875.xls","北海道"
"苫小牧市",13935,"希望の党","000520875.xls","北海道"
"苫小牧市",2136,"日本維新の会","000520875.xls","北海道"
"苫小牧市",17879,"立憲民主党","000520875.xls","北海道"
"苫小牧市",431,"幸福実現党","000520875.xls","北海道"
"苫小牧市",917,"社会民主党","000520875.xls","北海道"
"苫小牧市",79990,"得票数計","000520875.xls","北海道"
"稚内市",2572,"公明党","000520875.xls","北海道"
"稚内市",1356,"新党大地","000520875.xls","北海道"
"稚内市",1379,"日本共産党","000520875.xls","北海道"
"稚内市",5740,"自由民主党","000520875.xls","北海道"
"稚内市",2433,"希望の党","000520875.xls","北海道"
"稚内市",386,"日本維新の会","000520875.xls","北海道"
"稚内市",3282,"立憲民主党","000520875.xls","北海道"
"稚内市",86,"幸福実現党","000520875.xls","北海道"
"稚内市",210,"社会民主党","000520875.xls","北海道"
"稚内市",17444,"得票数計","000520875.xls","北海道"
"美唄市",1568,"公明党","000520875.xls","北海道"
"美唄市",1245,"新党大地","000520875.xls","北海道"
"美唄市",967,"日本共産党","000520875.xls","北海道"
"美唄市",3534,"自由民主党","000520875.xls","北海道"
"美唄市",1233,"希望の党","000520875.xls","北海道"
"美唄市",259,"日本維新の会","000520875.xls","北海道"
"美唄市",3257,"立憲民主党","000520875.xls","北海道"
"美唄市",77,"幸福実現党","000520875.xls","北海道"
"美唄市",157,"社会民主党","000520875.xls","北海道"
"美唄市",12297,"得票数計","000520875.xls","北海道"
"芦別市",1578,"公明党","000520875.xls","北海道"
"芦別市",413,"新党大地","000520875.xls","北海道"
"芦別市",694,"日本共産党","000520875.xls","北海道"
"芦別市",2222,"自由民主党","000520875.xls","北海道"
"芦別市",924,"希望の党","000520875.xls","北海道"
"芦別市",150,"日本維新の会","000520875.xls","北海道"
"芦別市",2346,"立憲民主党","000520875.xls","北海道"
"芦別市",57,"幸福実現党","000520875.xls","北海道"
"芦別市",147,"社会民主党","000520875.xls","北海道"
"芦別市",8531,"得票数計","000520875.xls","北海道"
"江別市",6907,"公明党","000520875.xls","北海道"
"江別市",4144,"新党大地","000520875.xls","北海道"
"江別市",5548,"日本共産党","000520875.xls","北海道"
"江別市",16914,"自由民主党","000520875.xls","北海道"
"江別市",6897,"希望の党","000520875.xls","北海道"
"江別市",1681,"日本維新の会","000520875.xls","北海道"
"江別市",20210,"立憲民主党","000520875.xls","北海道"
"江別市",382,"幸福実現党","000520875.xls","北海道"
"江別市",879,"社会民主党","000520875.xls","北海道"
"江別市",63562,"得票数計","000520875.xls","北海道"
"赤平市",1119,"公明党","000520875.xls","北海道"
"赤平市",311,"新党大地","000520875.xls","北海道"
"赤平市",599,"日本共産党","000520875.xls","北海道"
"赤平市",1405,"自由民主党","000520875.xls","北海道"
"赤平市",553,"希望の党","000520875.xls","北海道"
"赤平市",85,"日本維新の会","000520875.xls","北海道"
"赤平市",1718,"立憲民主党","000520875.xls","北海道"
"赤平市",37,"幸福実現党","000520875.xls","北海道"
"赤平市",108,"社会民主党","000520875.xls","北海道"
"赤平市",5935,"得票数計","000520875.xls","北海道"
"紋別市",1052,"公明党","000520875.xls","北海道"
"紋別市",1869,"新党大地","000520875.xls","北海道"
"紋別市",686,"日本共産党","000520875.xls","北海道"
"紋別市",3182,"自由民主党","000520875.xls","北海道"
"紋別市",1603,"希望の党","000520875.xls","北海道"
"紋別市",202,"日本維新の会","000520875.xls","北海道"
"紋別市",2101,"立憲民主党","000520875.xls","北海道"
"紋別市",46,"幸福実現党","000520875.xls","北海道"
"紋別市",142,"社会民主党","000520875.xls","北海道"
"紋別市",10883,"得票数計","000520875.xls","北海道"
"士別市",1109,"公明党","000520875.xls","北海道"
"士別市",758,"新党大地","000520875.xls","北海道"
"士別市",600,"日本共産党","000520875.xls","北海道"
"士別市",3137,"自由民主党","000520875.xls","北海道"
"士別市",939,"希望の党","000520875.xls","北海道"
"士別市",165,"日本維新の会","000520875.xls","北海道"
"士別市",3997,"立憲民主党","000520875.xls","北海道"
"士別市",53,"幸福実現党","000520875.xls","北海道"
"士別市",226,"社会民主党","000520875.xls","北海道"
"士別市",10984,"得票数計","000520875.xls","北海道"
"名寄市",1275,"公明党","000520875.xls","北海道"
"名寄市",1355,"新党大地","000520875.xls","北海道"
"名寄市",838,"日本共産党","000520875.xls","北海道"
"名寄市",5635,"自由民主党","000520875.xls","北海道"
"名寄市",1524,"希望の党","000520875.xls","北海道"
"名寄市",298,"日本維新の会","000520875.xls","北海道"
"名寄市",4104,"立憲民主党","000520875.xls","北海道"
"名寄市",114,"幸福実現党","000520875.xls","北海道"
"名寄市",420,"社会民主党","000520875.xls","北海道"
"名寄市",15563,"得票数計","000520875.xls","北海道"
"三笠市",947,"公明党","000520875.xls","北海道"
"三笠市",268,"新党大地","000520875.xls","北海道"
"三笠市",354,"日本共産党","000520875.xls","北海道"
"三笠市",1183,"自由民主党","000520875.xls","北海道"
"三笠市",491,"希望の党","000520875.xls","北海道"
"三笠市",78,"日本維新の会","000520875.xls","北海道"
"三笠市",1538,"立憲民主党","000520875.xls","北海道"
"三笠市",21,"幸福実現党","000520875.xls","北海道"
"三笠市",116,"社会民主党","000520875.xls","北海道"
"三笠市",4996,"得票数計","000520875.xls","北海道"
"根室市",889,"公明党","000520875.xls","北海道"
"根室市",3358,"新党大地","000520875.xls","北海道"
"根室市",1099,"日本共産党","000520875.xls","北海道"
"根室市",3132,"自由民主党","000520875.xls","北海道"
"根室市",1006,"希望の党","000520875.xls","北海道"
"根室市",208,"日本維新の会","000520875.xls","北海道"
"根室市",1790,"立憲民主党","000520875.xls","北海道"
"根室市",65,"幸福実現党","000520875.xls","北海道"
"根室市",94,"社会民主党","000520875.xls","北海道"
"根室市",11641,"得票数計","000520875.xls","北海道"
"千歳市",5202,"公明党","000520875.xls","北海道"
"千歳市",2661,"新党大地","000520875.xls","北海道"
"千歳市",1818,"日本共産党","000520875.xls","北海道"
"千歳市",19827,"自由民主党","000520875.xls","北海道"
"千歳市",4764,"希望の党","000520875.xls","北海道"
"千歳市",1259,"日本維新の会","000520875.xls","北海道"
"千歳市",8816,"立憲民主党","000520875.xls","北海道"
"千歳市",319,"幸福実現党","000520875.xls","北海道"
"千歳市",359,"社会民主党","000520875.xls","北海道"
"千歳市",45025,"得票数計","000520875.xls","北海道"
"滝川市",2651,"公明党","000520875.xls","北海道"
"滝川市",1432,"新党大地","000520875.xls","北海道"
"滝川市",1585,"日本共産党","000520875.xls","北海道"
"滝川市",6029,"自由民主党","000520875.xls","北海道"
"滝川市",2479,"希望の党","000520875.xls","北海道"
"滝川市",470,"日本維新の会","000520875.xls","北海道"
"滝川市",5886,"立憲民主党","000520875.xls","北海道"
"滝川市",124,"幸福実現党","000520875.xls","北海道"
"滝川市",337,"社会民主党","000520875.xls","北海道"
"滝川市",20993,"得票数計","000520875.xls","北海道"
"砂川市",1523,"公明党","000520875.xls","北海道"
"砂川市",584,"新党大地","000520875.xls","北海道"
"砂川市",669,"日本共産党","000520875.xls","北海道"
"砂川市",2397,"自由民主党","000520875.xls","北海道"
"砂川市",1088,"希望の党","000520875.xls","北海道"
"砂川市",215,"日本維新の会","000520875.xls","北海道"
"砂川市",3158,"立憲民主党","000520875.xls","北海道"
"砂川市",80,"幸福実現党","000520875.xls","北海道"
"砂川市",183,"社会民主党","000520875.xls","北海道"
"砂川市",9897,"得票数計","000520875.xls","北海道"
"歌志内市",453,"公明党","000520875.xls","北海道"
"歌志内市",116,"新党大地","000520875.xls","北海道"
"歌志内市",249,"日本共産党","000520875.xls","北海道"
"歌志内市",483,"自由民主党","000520875.xls","北海道"
"歌志内市",172,"希望の党","000520875.xls","北海道"
"歌志内市",26,"日本維新の会","000520875.xls","北海道"
"歌志内市",602,"立憲民主党","000520875.xls","北海道"
"歌志内市",15,"幸福実現党","000520875.xls","北海道"
"歌志内市",64,"社会民主党","000520875.xls","北海道"
"歌志内市",2180,"得票数計","000520875.xls","北海道"
"深川市",1175,"公明党","000520875.xls","北海道"
"深川市",693,"新党大地","000520875.xls","北海道"
"深川市",1030,"日本共産党","000520875.xls","北海道"
"深川市",3156,"自由民主党","000520875.xls","北海道"
"深川市",1259,"希望の党","000520875.xls","北海道"
"深川市",204,"日本維新の会","000520875.xls","北海道"
"深川市",3870,"立憲民主党","000520875.xls","北海道"
"深川市",50,"幸福実現党","000520875.xls","北海道"
"深川市",189,"社会民主党","000520875.xls","北海道"
"深川市",11626,"得票数計","000520875.xls","北海道"
"富良野市",1084,"公明党","000520875.xls","北海道"
"富良野市",753,"新党大地","000520875.xls","北海道"
"富良野市",755,"日本共産党","000520875.xls","北海道"
"富良野市",3544,"自由民主党","000520875.xls","北海道"
"富良野市",1298,"希望の党","000520875.xls","北海道"
"富良野市",260,"日本維新の会","000520875.xls","北海道"
"富良野市",3186,"立憲民主党","000520875.xls","北海道"
"富良野市",57,"幸福実現党","000520875.xls","北海道"
"富良野市",211,"社会民主党","000520875.xls","北海道"
"富良野市",11148,"得票数計","000520875.xls","北海道"
"登別市",3137,"公明党","000520875.xls","北海道"
"登別市",1333,"新党大地","000520875.xls","北海道"
"登別市",1983,"日本共産党","000520875.xls","北海道"
"登別市",6269,"自由民主党","000520875.xls","北海道"
"登別市",4464,"希望の党","000520875.xls","北海道"
"登別市",542,"日本維新の会","000520875.xls","北海道"
"登別市",6233,"立憲民主党","000520875.xls","北海道"
"登別市",111,"幸福実現党","000520875.xls","北海道"
"登別市",346,"社会民主党","000520875.xls","北海道"
"登別市",24418,"得票数計","000520875.xls","北海道"
"恵庭市",4086,"公明党","000520875.xls","北海道"
"恵庭市",1914,"新党大地","000520875.xls","北海道"
"恵庭市",2008,"日本共産党","000520875.xls","北海道"
"恵庭市",14500,"自由民主党","000520875.xls","北海道"
"恵庭市",4064,"希望の党","000520875.xls","北海道"
"恵庭市",978,"日本維新の会","000520875.xls","北海道"
"恵庭市",8541,"立憲民主党","000520875.xls","北海道"
"恵庭市",210,"幸福実現党","000520875.xls","北海道"
"恵庭市",374,"社会民主党","000520875.xls","北海道"
"恵庭市",36675,"得票数計","000520875.xls","北海道"
"伊達市",2000,"公明党","000520875.xls","北海道"
"伊達市",975,"新党大地","000520875.xls","北海道"
"伊達市",1558,"日本共産党","000520875.xls","北海道"
"伊達市",4447,"自由民主党","000520875.xls","北海道"
"伊達市",3075,"希望の党","000520875.xls","北海道"
"伊達市",444,"日本維新の会","000520875.xls","北海道"
"伊達市",4724,"立憲民主党","000520875.xls","北海道"
"伊達市",124,"幸福実現党","000520875.xls","北海道"
"伊達市",261,"社会民主党","000520875.xls","北海道"
"伊達市",17608,"得票数計","000520875.xls","北海道"
"北広島市",3450,"公明党","000520875.xls","北海道"
"北広島市",2025,"新党大地","000520875.xls","北海道"
"北広島市",2684,"日本共産党","000520875.xls","北海道"
"北広島市",8162,"自由民主党","000520875.xls","北海道"
"北広島市",3573,"希望の党","000520875.xls","北海道"
"北広島市",846,"日本維新の会","000520875.xls","北海道"
"北広島市",10009,"立憲民主党","000520875.xls","北海道"
"北広島市",186,"幸福実現党","000520875.xls","北海道"
"北広島市",397,"社会民主党","000520875.xls","北海道"
"北広島市",31332,"得票数計","000520875.xls","北海道"
"石狩市",3862,"公明党","000520875.xls","北海道"
"石狩市",2001,"新党大地","000520875.xls","北海道"
"石狩市",2436,"日本共産党","000520875.xls","北海道"
"石狩市",7552,"自由民主党","000520875.xls","北海道"
"石狩市",3274,"希望の党","000520875.xls","北海道"
"石狩市",775,"日本維新の会","000520875.xls","北海道"
"石狩市",8135,"立憲民主党","000520875.xls","北海道"
"石狩市",170,"幸福実現党","000520875.xls","北海道"
"石狩市",335,"社会民主党","000520875.xls","北海道"
"石狩市",28540,"得票数計","000520875.xls","北海道"
"北斗市",2399,"公明党","000520875.xls","北海道"
"北斗市",1431,"新党大地","000520875.xls","北海道"
"北斗市",1813,"日本共産党","000520875.xls","北海道"
"北斗市",7080,"自由民主党","000520875.xls","北海道"
"北斗市",2670,"希望の党","000520875.xls","北海道"
"北斗市",509,"日本維新の会","000520875.xls","北海道"
"北斗市",5688,"立憲民主党","000520875.xls","北海道"
"北斗市",116,"幸福実現党","000520875.xls","北海道"
"北斗市",349,"社会民主党","000520875.xls","北海道"
"北斗市",22055,"得票数計","000520875.xls","北海道"
"南幌町",618,"公明党","000520875.xls","北海道"
"南幌町",358,"新党大地","000520875.xls","北海道"
"南幌町",332,"日本共産党","000520875.xls","北海道"
"南幌町",1234,"自由民主党","000520875.xls","北海道"
"南幌町",509,"希望の党","000520875.xls","北海道"
"南幌町",89,"日本維新の会","000520875.xls","北海道"
"南幌町",1063,"立憲民主党","000520875.xls","北海道"
"南幌町",23,"幸福実現党","000520875.xls","北海道"
"南幌町",49,"社会民主党","000520875.xls","北海道"
"南幌町",4275,"得票数計","000520875.xls","北海道"
"奈井江町",410,"公明党","000520875.xls","北海道"
"奈井江町",188,"新党大地","000520875.xls","北海道"
"奈井江町",323,"日本共産党","000520875.xls","北海道"
"奈井江町",812,"自由民主党","000520875.xls","北海道"
"奈井江町",343,"希望の党","000520875.xls","北海道"
"奈井江町",41,"日本維新の会","000520875.xls","北海道"
"奈井江町",1052,"立憲民主党","000520875.xls","北海道"
"奈井江町",22,"幸福実現党","000520875.xls","北海道"
"奈井江町",48,"社会民主党","000520875.xls","北海道"
"奈井江町",3239,"得票数計","000520875.xls","北海道"
"上砂川町",359,"公明党","000520875.xls","北海道"
"上砂川町",77,"新党大地","000520875.xls","北海道"
"上砂川町",270,"日本共産党","000520875.xls","北海道"
"上砂川町",372,"自由民主党","000520875.xls","北海道"
"上砂川町",160,"希望の党","000520875.xls","北海道"
"上砂川町",27,"日本維新の会","000520875.xls","北海道"
"上砂川町",515,"立憲民主党","000520875.xls","北海道"
"上砂川町",10,"幸福実現党","000520875.xls","北海道"
"上砂川町",43,"社会民主党","000520875.xls","北海道"
"上砂川町",1833,"得票数計","000520875.xls","北海道"
